ValidAphiaID,valid_name,valid_authority,kingdom,phylum,CLASS,order,family,genus,rank,FRS_Common Name,LmaxFB,Lmin,LWRa,LWRb,LWRSource,SensFC1,DEMPEL,Loo,K,Winfinity,tmax,tm,M,Lm,Temperature,maximum.length,Ecotype,common.name,Order,Group,MaxL
126752,Ammodytes tobianus,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Ammodytidae,Ammodytes,Species,Small sandeel,20,2,0.0033,2.91,FishBase,Other,Other,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,54,Demersal,Sandeel,Perciformes,Other,20
125516,Ammodytidae,"Bonaparte, 1835",Animalia,Chordata,Actinopteri,Perciformes,Ammodytidae,0,Family,NA,40,0,0.002062183,3.108917,Mean_Species,Other,Other,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,54,Demersal,Sandeel,Perciformes,Other,54
126758,Anarhichas lupus,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Species,Catfish,150,3.6,0.0029,3.28,FishBase,FC1,Demersal,126.211868,0.08355679,20218.6595,33.25780302,8.527846551,0.134972578,65.87790021,6.971175198,109,Demersal,Catfish,Perciformes,Other,109
126759,Anarhichas minor,"Olafsen, 1772",Animalia,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Species,Spotted catfish,180,3.4,0.00172,3.399,FishBase,FC1,Demersal,149.6982264,0.102126289,5603.162658,25.93568027,6.369736222,0.150704444,70.59280445,5.298232165,69,Demersal,Spotted catfish,Perciformes,Other,69
125620,Anguilla,"Schrank, 1798",Animalia,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Genus,NA,133,0,0.0009,3.19,Mean_Species,Other,Other,73.15660241,0.146120183,623.0901268,13.92377676,3.839594565,0.241325375,33.42601242,14.74786855,100,Demersal,Eel,Anguilliformes,Other,100
126281,Anguilla anguilla,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Species,European eel,133,7.6,0.0009,3.19,FishBase,FC1,Other,73.15660241,0.146120183,623.0901268,13.92377676,3.839594565,0.241325375,33.42601242,14.74786855,100,Demersal,European eel,Anguilliformes,Other,100
125425,Anguillidae,"Rafinesque, 1810",Animalia,Chordata,Actinopteri,Anguilliformes,Anguillidae,0,Family,NA,133,0,0.0009,3.19,Mean_Species,Other,Other,73.15660241,0.146120183,623.0901268,13.92377676,3.839594565,0.241325375,33.42601242,14.74786855,100,Demersal,Eel,Anguilliformes,Other,100
127031,Anthias anthias,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Anthias,Species,Swallowtail seaperch,27,1.5,0.0242,2.611,FishBase,Other,Demersal,46.51598043,0.244285882,1222.822091,13.30215739,4.171935173,0.419867045,27.24055371,23.15632624,23,Demersal,Swallowtail seaperch,Perciformes,Other,23
127085,Aphanopus carbo,"Lowe, 1839",Animalia,Chordata,Actinopteri,Perciformes,Trichiuridae,Aphanopus,Species,Black scabbard,110,2.46,0.00038,3.27,FishBase,Other,Pelagic,133.3546069,0.196624737,3475.468447,12.93002436,3.110418729,0.301365657,57.64782503,16.27021443,109,Bathypelagic,Black scabbard,Perciformes,Other,109
126868,Aphia minuta,"(Risso, 1810)",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Aphia,Species,Transparent goby,7.9,2.8,0.0008,3.53,FishBase,Other,Demersal,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,22,Demersal,gobies,Perciformes,Other,7.9
126510,Apletodon dentatus,"(Facciolà, 1887)",Animalia,Chordata,Actinopteri,Gobiesociformes,Gobiesocidae,Apletodon,Species,Small-headed clingfish,4,0.7,0.0055,3.1,FB_Baysian_(Sub)family-body shape,Other,Demersal,8.749922504,0.701983078,6.998484994,3.774061695,1.083017178,1.336621101,5.445207647,17.92399521,3,Demersal,Small-headed clingfish,Gobiesociformes,Other,3
126352,Arctozenus risso,"(Bonaparte, 1840)",Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Arctozenus,Species,Spotted barracudina,30,1.95,0.00324,3.08,FB_Baysian_(Sub)family-body shape,Other,Pelagic,23.10341333,0.59904822,73.24824092,4.473815881,1.316700025,1.006509349,13.44051952,13.55849016,33,Bathypelagic,Spotted barracudina,Aulopiformes,Other,33
125885,Argentina,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Osmeriformes,Argentinidae,Argentina,Genus,NA,70,0,0.004095121,3.171,Mean_Species,Other,Demersal,32.98857492,0.287467855,407.4451263,15.21263812,5.101870994,0.477813604,24.31750737,9.423316458,53.5,Bathydemersal,Argentine,Osmeriformes,Other,53.5
126715,Argentina silus,"(Ascanius, 1775)",Animalia,Chordata,Actinopteri,Osmeriformes,Argentinidae,Argentina,Species,Greater argentine,70,5.6,0.0039,3.203,FishBase,Other,Demersal,43.81981139,0.199122535,717.3773123,21.54117433,7.118031866,0.288276196,32.906219,6.795460668,69,Bathydemersal,Greater argentine,Osmeriformes,Other,69
126716,Argentina sphyraena,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Osmeriformes,Argentinidae,Argentina,Species,Lesser argentine,35,5,0.0043,3.139,FishBase,Other,Demersal,22.15733845,0.375813176,97.51294034,8.884101912,3.085710123,0.667351012,15.72879573,12.05117225,38,Bathydemersal,Lesser argentine,Osmeriformes,Other,38
125508,Argentinidae,"Bonaparte, 1846",Animalia,Chordata,Actinopteri,Osmeriformes,Argentinidae,0,Family,NA,70,0,0.003329038,3.220667,Mean_Species,Other,Demersal,22.57741883,0.502945619,96.141161,6.357582124,2.214493865,0.936850579,15.23734707,14.91658587,18,Bathydemersal,Argentine,Osmeriformes,Other,18
126196,Argyropelecus,"Cocco, 1829",Animalia,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,Genus,NA,12,0,0.01834574,3,Mean_Species,Other,Pelagic,11.49192605,0.608201735,10.67245936,4.277636275,1.251687813,1.009344276,7.39771444,6.552362183,5.5,Bathypelagic,Hatchetfish,Stomiiformes,Other,5.5
127306,Argyropelecus aculeatus,"Valenciennes, 1850",Animalia,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,Species,Lovely hatchetfish,8.3,1.68,0.0182,3,FB_Baysian_(Sub)family-body shape,Other,Pelagic,11.49192605,0.608201735,10.67245936,4.277636275,1.251687813,1.009344276,7.39771444,6.552362183,3,Bathypelagic,Lovely hatchetfish,Stomiiformes,Other,3
127308,Argyropelecus gigas,"Norman, 1930",Animalia,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,Species,Hatchetfish,12,1.78,0.0182,3,FB_Baysian_(Sub)family-body shape,Other,Pelagic,11.49192605,0.608201735,10.67245936,4.277636275,1.251687813,1.009344276,7.39771444,6.552362183,4,Bathypelagic,Hatchetfish,Stomiiformes,Other,4
127309,Argyropelecus hemigymnus,"Cocco, 1829",Animalia,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,Species,Half-naked hatchetfish,3.9,1.5,0.0182,3,FB_Baysian_(Sub)family-body shape,Other,Pelagic,11.49192605,0.608201735,10.67245936,4.277636275,1.251687813,1.009344276,7.39771444,6.552362183,5,Bathypelagic,Half-naked hatchetfish,Stomiiformes,Other,5
274967,Argyropelecus olfersii,"(Cuvier, 1829)",Animalia,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,Species,Hatchetfish,9,1.7,0.01879,3,FishBase,Other,Pelagic,11.49192605,0.608201735,10.67245936,4.277636275,1.251687813,1.009344276,7.39771444,6.552362183,10,Bathypelagic,Hatchetfish,Stomiiformes,Other,10
127007,Argyrosomus regius,"(Asso, 1801)",Animalia,Chordata,Actinopteri,Perciformes,Sciaenidae,Argyrosomus,Species,Meagre,230,2.54,0.0151,2.86,FishBase,FC1,Demersal,136.4697587,0.126074544,23491.07208,33.84716083,7.837160703,0.174337641,74.83945026,16.10239846,113,Benthopelagic,Meagre,Perciformes,Other,113
126109,Arnoglossus,"Bleeker, 1862",Animalia,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,Genus,NA,25,0,0.004395452,3.1925,Mean_Species,Other,Demersal,25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Scaldfish,#N/A,#N/A,25
127124,Arnoglossus imperialis,"(Rafinesque, 1810)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,Species,Imperial scaldfish,25,2.17,0.0049,3.17,FishBase,Other,Demersal,19.13476511,0.393017177,47.64096245,7.590466386,1.526842071,0.56344153,9.665126832,13.36343124,22,Demersal,Imperial scaldfish,Pleuronectiformes,Pleuronectiformes,22
127126,Arnoglossus laterna,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,Species,Scaldfish,25,2,0.0024,3.39,MS-S,Other,Demersal,15.67444346,0.385954282,22.83342385,6.49233372,1.287849988,0.594255972,7.461048713,13.25335373,27,Demersal,Scaldfish,Pleuronectiformes,Pleuronectiformes,27
127127,Arnoglossus rueppelii,"(Cocco, 1844)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,Species,Ruppell's scaldback,15,2.01,0.0046,3.08,FishBase,Other,Demersal,19.13476511,0.393017177,47.64096245,7.590466386,1.526842071,0.56344153,9.665126832,13.36343124,20,Demersal,Ruppell's scaldback,Pleuronectiformes,Pleuronectiformes,20
127128,Arnoglossus thori,"Kyle, 1913",Animalia,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,Species,Thor's scaldfish,18,2.2,0.0069,3.13,FishBase,Other,Demersal,18.74815716,0.409617703,43.27191969,8.568386456,1.648340917,0.527915221,9.987810726,11.52725887,16,Demersal,Thor's scaldfish,Pleuronectiformes,Pleuronectiformes,16
127193,Artediellus atlanticus,"Jordan & Evermann, 1898",Animalia,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Artediellus,Species,Atlantic hookear sculpin,15,1.39,0.00661,3.17,FB_Baysian_(Sub)family-body shape,Other,Demersal,22.26768489,0.204442134,115.4497791,10.99098974,3.398194278,0.35722705,13.11203614,5.745032074,12,Demersal,Atlantic hookear sculpin,Scorpaeniformes,Scorpaeniformes,12
272030,Atherina presbyter,"Cuvier, 1829",Animalia,Chordata,Actinopteri,Atheriniformes,Atherinidae,Atherina,Species,Sand smelt,20,2.5,0.0045,3.18,FishBase,Other,Pelagic,13.02247289,0.519597182,20.93599615,4.436200587,1.389908084,0.97821588,8.024854283,13.73155077,16,Pelagic,Sand smelt,Atheriniformes,Other,16
236487,Auxis rochei rochei,"(Risso, 1810)",Animalia,Chordata,Actinopteri,Perciformes,Scombridae,Auxis,Subspecies,Bullet tuna,50,2.14,0.0081,3.2,FishBase,Other,Pelagic,51.43722137,0.420351761,1415.311286,6.904657611,1.953144705,0.70798452,28.64027105,20.39510335,44,Pelagic,Bullet tuna,Perciformes,Other,44
126228,Balistes,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Balistes,Genus,NA,60,0,0.0106,3.121,Mean_Species,Other,Demersal,40.32065152,0.304776504,1250.016224,6.202053482,2.26262164,0.937330546,20.15813964,22.77480544,46,Demersal,Grey triggerfish,Tetraodontiformes,Other,46
154721,Balistes capriscus,"Gmelin, 1789",Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Balistes,Species,Grey triggerfish,60,2.29,0.0106,3.121,FishBase,Other,Demersal,40.32065152,0.304776504,1250.016224,6.202053482,2.26262164,0.937330546,20.15813964,22.77480544,46,Demersal,Grey triggerfish,Tetraodontiformes,Other,46
127152,Bathysolea profundicola,"(Vaillant, 1888)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Bathysolea,Species,Deepwater sole,21,1.07,0.00389,3.14,FB_Baysian_(Sub)family-body shape,Other,Pelagic,17.74893992,0.504065225,48.94299206,7.930506777,1.632020143,0.603344133,10.89410925,15.29506162,27,Bathypelagic,Deepwater sole,Pleuronectiformes,Pleuronectiformes,27
126654,Bellottia apoda,"Giglioli, 1883",Animalia,Chordata,Actinopteri,Ophidiiformes,Bythitidae,Bellottia,Species,Viviparous Brotulas,6.5,5.9,0.01122,3.04,FB_Baysian_Body shape,Other,Demersal,25.20363311,0.419848277,122.8788473,6.87397069,1.969612902,0.722690883,14.8186666,14.6811786,5,Bathydemersal,Bellottia,Ophidiiformes,Other,5
126375,Belone belone,"(Linnaeus, 1761)",Animalia,Chordata,Actinopteri,Beloniformes,Belonidae,Belone,Species,Garfish,93,4.8,0.00079,3.1835,FishBase,Other,Pelagic,42.41864453,0.308342425,331.0881826,7.771951781,2.377286451,0.560076204,22.36521353,19.31183033,81,Pelagic,Garfish,Beloniformes,Other,81
126376,Belone svetovidovi,"Collette & Parin, 1970",Animalia,Chordata,Actinopteri,Beloniformes,Belonidae,Belone,Species,Short-beaked garfish,65,4.67,0.00135,3.1,FB_Baysian_(Sub)family-body shape,Other,Pelagic,46.08253413,0.364605862,518.3123476,7.163716312,2.17685247,0.634659259,24.7299924,20.51220593,62,Pelagic,Short-beaked garfish,Beloniformes,Other,62
127086,Benthodesmus elongatus,"(Clarke, 1879)",Animalia,Chordata,Actinopteri,Perciformes,Trichiuridae,Benthodesmus,Species,Elongate frostfish,100,2.17,0.000048,3.42,FishBase,Other,Demersal,80.42132481,0.305189278,1326.155856,9.126173,2.180005252,0.470672045,37.43621249,18.85377594,60,Benthopelagic,Elongate frostfish,Perciformes,Other,60
126580,Benthosema glaciale,"(Reinhardt, 1837)",Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Species,Glacier lantern fish,10.3,1.47,0.01023,3.11,FB_Baysian_(Sub)family-body shape,Other,Pelagic,7.935713178,0.442282219,5.645712772,6.478806154,2.016222131,1.04117729,5.377796864,7.858807154,7,Pelagic,Glacier lantern fish,Myctophiformes,Other,7
126394,Beryx decadactylus,"Cuvier, 1829",Animalia,Chordata,Actinopteri,Beryciformes,Berycidae,Beryx,Species,Alfonsino,100,2.5,0.0151,3.13,FishBase,Other,Demersal,58.12736961,0.105717777,3121.273018,18.70963947,6.777692319,0.241878024,32.10625916,10.04288789,48,Bathydemersal,Alfonsino,Beryciformes,Other,48
126395,Beryx splendens,"Lowe, 1834",Animalia,Chordata,Actinopteri,Beryciformes,Berycidae,Beryx,Species,Spendid alfonsino,70,2.35,0.022,3.013,FishBase,Other,Demersal,52.51714124,0.138910542,3132.678619,14.75793536,5.311928728,0.32489061,28.86626937,15.60819684,43,Benthopelagic,Spendid alfonsino,Beryciformes,Other,43
125519,Blenniidae,"Rafinesque, 1810",Animalia,Chordata,Actinopteri,Perciformes,Blenniidae,0,Family,NA,30,0,0.01138251,2.98,Mean_Species,Other,Demersal,22.19161745,0.437777677,118.7950183,6.880851865,1.670471947,0.805042599,12.32909972,19.04251131,13.33333333,Demersal,Butterfly blenny,Perciformes,Other,13.33333333
126761,Blennius ocellaris,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Blenniidae,Blennius,Species,Butterfly blenny,20,1.5,0.0214,2.82,FishBase,Other,Demersal,22.19161745,0.437777677,118.7950183,6.880851865,1.670471947,0.805042599,12.32909972,19.04251131,24,Demersal,Butterfly blenny,Perciformes,Other,24
127281,Bonapartia pedaliota,"Goode & Bean, 1896",Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Bonapartia,Species,Longray fangjaw,7.2,1.65,0.00363,3.07,FB_Baysian_(Sub)family-body shape,Other,Pelagic,13.91044324,0.614789683,18.97807762,4.249806138,1.250946448,1.037042866,8.692957952,8.838878553,7,Bathypelagic,Longray fangjaw,Stomiiformes,Other,7
127047,Boops boops,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Boops,Species,Bogue,36,1.86,0.01015,3.019,FishBase,Other,Demersal,31.52389526,0.211700223,386.3557473,12.66755417,2.965724905,0.384664931,16.25432791,19.22192093,49,Demersal,Bogue,Perciformes,Other,49
127334,Borostomias antarcticus,"(Lönnberg, 1905)",Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Borostomias,Species,Snaggletooth,30,2.09,0.0038,3.11,FB_Baysian_(Sub)family-body shape,Other,Demersal,26.92506433,0.389215753,122.3932144,6.528780755,1.95883584,0.642462193,16.05229634,6.02147632,5,Bathydemersal,Snaggletooth,Stomiiformes,Other,5
125576,Bothidae,"Smitt, 1892",Animalia,Chordata,Actinopteri,Pleuronectiformes,Bothidae,0,Family,NA,45,0,0.005521316,3.148333,Mean_Species,Other,Demersal,45,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,lefteye flounders,#N/A,#N/A,45
127129,Bothus podas,"(Delaroche, 1809)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Bothus,Species,Wide-eyed flounder,45,2.11,0.01,3.03,FishBase,Other,Demersal,20.04242512,0.496242481,63.53007144,6.41227936,1.351525871,0.717111479,10.41478321,15.98537173,13,Demersal,Wide-eyed flounder,Pleuronectiformes,Pleuronectiformes,13
126783,Brama brama,"(Bonnaterre, 1788)",Animalia,Chordata,Actinopteri,Perciformes,Bramidae,Brama,Species,Atlantic pomfret,100,2.16,0.00597,3.288,FishBase,FC1,Pelagic,61.63201998,0.148730762,2728.454219,18.52213236,4.685880146,0.268119685,32.25954264,15.72315652,57,Bathypelagic,Atlantic pomfret,Perciformes,Other,57
126447,Brosme brosme,"(Ascanius, 1772)",Animalia,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Species,Tusk,120,3.8,0.00514,3.189,FishBase,FC1,Demersal,78.19116066,0.128366453,6048.736294,21.15408304,7.099440785,0.224228575,49.24824989,9.074984199,90,Demersal,Tusk,Gadiformes,Gadiformes,90
126872,Buenia jeffreysii,"(Günther, 1867)",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Buenia,Species,Jeffrey's goby,6,1.62,0.0146,2.6867,English,Other,Demersal,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,22,Demersal,gobies,Perciformes,Other,6
126127,Buglossidium,"Chabanaud, 1930",Animalia,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Buglossidium,Genus,NA,21,0,0.00516,3.3357,Mean_Species,Other,Demersal,12.49221035,0.534421249,19.41606259,7.366401641,1.768649692,0.688289808,8.144923808,13.20907644,21,Demersal,Solenette,Pleuronectiformes,Pleuronectiformes,21
127153,Buglossidium luteum,"(Risso, 1810)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Buglossidium,Species,Solenette,15,1,0.00516,3.3357,FishBase,Other,Demersal,12.49221035,0.534421249,19.41606259,7.366401641,1.768649692,0.688289808,8.144923808,13.20907644,21,Demersal,Solenette,Pleuronectiformes,Pleuronectiformes,21
126789,Callanthias ruber,"(Rafinesque, 1810)",Animalia,Chordata,Actinopteri,Perciformes,Callanthiidae,Callanthias,Species,Parrot seaperch,60,1.99,0.00977,3.07,FB_Baysian_(Sub)family-body shape,Other,Demersal,38.5911169,0.352035021,627.0822865,9.393363702,2.283093115,0.582582066,21.37318379,19.62415505,20,Demersal,Parrot seaperch,Perciformes,Other,20
125522,Callionymidae,"Bonaparte, 1831",Animalia,Chordata,Actinopteri,Perciformes,Callionymidae,0,Family,NA,30,0,0.01601794,2.66,Mean_Species,Other,Demersal,26.29810455,0.450682683,138.5212142,6.214168713,1.797986782,0.838779312,15.45450574,16.80706816,22.4,Demersal,Dragonet,Perciformes,Other,22.4
125930,Callionymus,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Callionymidae,Callionymus,Genus,NA,30,0,0.01601794,2.66,Mean_Species,Other,Demersal,24.97231067,0.463057983,104.5082889,5.891212288,1.746945748,0.870495429,14.81866457,16.38791373,21.75,Demersal,Dragonet,Perciformes,Other,21.75
126792,Callionymus lyra,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Callionymidae,Callionymus,Species,Dragonet,30,1.2,0.0219,2.59,FishBase,Other,Demersal,22.25679915,0.480664568,57.36141807,5.571310114,1.720444219,0.872103515,13.80787029,13.52200465,38,Demersal,Dragonet,Perciformes,Other,38
126793,Callionymus maculatus,"Rafinesque, 1810",Animalia,Chordata,Actinopteri,Perciformes,Callionymidae,Callionymus,Species,Spotted dragonet,16,1.2,0.0129,2.77,FishBase,Other,Demersal,25.87748118,0.457189121,120.2239125,5.997846346,1.755779591,0.8699594,15.155596,17.34321675,22,Demersal,Spotted dragonet,Perciformes,Other,22
126795,Callionymus reticulatus,"Valenciennes, 1837",Animalia,Chordata,Actinopteri,Perciformes,Callionymidae,Callionymus,Species,Reticulated dragonet,11,1,0.0191,2.47,FishBase,Other,Demersal,25.87748118,0.457189121,120.2239125,5.997846346,1.755779591,0.8699594,15.155596,17.34321675,15,Demersal,Reticulated dragonet,Perciformes,Other,15
126796,Callionymus risso,"Lesueur, 1814",Animalia,Chordata,Actinopteri,Perciformes,Callionymidae,Callionymus,Species,Rissos dragonet,11,1.06,0.0122,2.81,FishBase,Other,Demersal,25.87748118,0.457189121,120.2239125,5.997846346,1.755779591,0.8699594,15.155596,17.34321675,12,Demersal,Rissos dragonet,Perciformes,Other,12
125613,Caproidae,"Bonaparte, 1835",Animalia,Chordata,Actinopteri,Perciformes,Caproidae,0,Family,NA,30,0,0.0275,2.78,Mean_Species,Other,Demersal,14.13465005,0.272552542,44.33213846,12.20273814,2.863401364,0.500107313,8.500199882,17.26781819,20,Demersal,Boarfish,Perciformes,Other,20
127419,Capros aper,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Caproidae,Capros,Species,Boarfish,30,1.1,0.0275,2.78,FishBase,Other,Demersal,14.13465005,0.272552542,44.33213846,12.20273814,2.863401364,0.500107313,8.500199882,17.26781819,20,Demersal,Boarfish,Perciformes,Other,20
